,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1096,0.3,2,4,2,63.3,57.0,4.25,4.28,2.7,368.1781711434883
1097,0.54,2,6,4,60.2,61.0,5.27,5.32,3.19,1737.4446332009527
1098,1.02,4,5,3,62.3,58.0,6.38,6.46,4.0,5091.438101369674
1099,1.01,3,5,4,63.1,60.0,6.39,6.29,4.0,5582.049147058911
1100,0.3,5,4,8,60.9,56.0,4.34,4.36,2.65,781.8068904166685
1101,1.19,4,2,2,61.6,56.0,6.87,6.83,4.22,4346.675578700324
1102,1.51,2,2,2,63.6,60.0,7.23,7.27,4.61,6369.115980442577
1103,1.02,2,4,1,57.4,59.0,6.64,6.6,3.8,2643.6163706574
1104,3.22,5,2,1,62.6,55.0,9.49,9.42,5.92,20742.587598315462
1105,0.41,5,6,3,62.9,57.0,4.76,4.72,2.98,983.6392234482522
1106,0.52,3,7,2,62.4,59.0,5.05,5.15,3.18,1258.8204785590817
1107,1.52,4,7,3,60.8,61.0,7.39,7.26,4.45,11843.4335234409
1108,0.36,5,3,7,62.0,54.0,4.59,4.61,2.85,954.4205156083485
1109,0.51,4,7,3,62.7,59.0,5.08,5.06,3.18,1515.507694725543
1110,0.53,4,1,4,62.7,56.0,5.18,5.15,3.24,1091.2546098460894
1111,1.01,2,5,2,61.3,62.0,6.44,6.48,3.96,3850.0138058042594
1112,0.7,2,5,1,63.9,60.0,5.65,5.52,3.58,1384.2367598491085
1113,0.34,5,3,4,61.2,55.0,4.49,4.53,2.76,655.174698450806
1114,1.04,4,4,4,62.2,58.0,6.49,6.4,4.01,5699.587048033503
1115,0.39,4,6,4,60.1,61.0,4.76,4.72,2.85,1006.0878129582019
1116,1.01,4,5,5,61.7,58.0,6.4,6.43,3.96,6386.484702504417
1117,0.3,3,5,7,62.6,56.0,4.27,4.29,2.68,742.8062390259979
1118,1.71,5,4,5,63.0,56.0,7.65,7.58,4.8,16528.17043460015
1119,1.1,4,3,4,61.4,58.0,6.68,6.62,4.08,5849.292726418933
1120,1.15,5,3,2,62.6,55.0,6.74,6.65,4.19,4658.4624618672615
1121,0.32,5,3,5,61.8,55.0,4.41,4.42,2.73,650.5784564755481
1122,2.01,4,4,2,59.9,62.0,8.15,8.04,4.85,14129.423110341213
1123,0.24,3,4,7,61.7,56.0,3.98,4.02,2.46,458.75725577745425
1124,0.41,3,6,2,62.9,58.0,4.74,4.77,2.99,771.0642509693248
1125,0.28,3,7,7,60.6,58.0,4.23,4.25,2.57,716.0336778775069
1126,0.31,4,7,3,60.9,60.0,4.38,4.39,2.67,593.6086071347739
1127,0.45,2,5,4,56.8,62.0,5.1,5.14,2.91,1171.9429507864945
1128,0.44,3,6,5,60.7,58.0,4.88,4.91,2.97,1367.1742949789596
1129,0.37,5,5,7,61.3,56.0,4.65,4.68,2.86,1157.66604120237
1130,0.9,4,4,4,62.4,61.0,6.17,6.13,3.84,4341.366423073734
1131,0.53,5,5,2,62.2,53.0,5.19,5.22,3.24,1248.2402902673728
1132,0.54,4,2,8,58.8,61.0,5.35,5.29,3.13,1910.11755391516
1133,1.0,3,6,4,59.0,58.0,6.49,6.53,3.84,5762.181166359057
1134,0.32,5,5,8,61.3,57.0,4.42,4.46,2.72,939.0929301868044
1135,1.23,4,3,2,61.2,57.0,6.89,6.86,4.21,5175.564455470397
1136,1.02,3,6,2,62.8,55.0,6.4,6.43,4.03,4288.427356750107
1137,0.56,4,6,6,59.2,56.0,5.49,5.39,3.22,2415.290920830116
1138,0.43,5,3,8,62.2,55.0,4.87,4.84,3.02,1421.8519079780276
1139,0.52,5,4,5,62.1,54.0,5.14,5.17,3.2,1757.426327561171
1140,0.38,3,4,3,61.8,53.7,4.67,4.69,2.9,725.6179949966825
1141,0.9,3,2,7,63.4,57.0,6.09,6.12,3.87,4559.819951351991
1142,1.72,4,3,3,62.0,57.0,7.67,7.63,4.74,11820.611761174418
1143,0.31,3,3,3,61.7,59.0,4.36,4.39,2.7,456.70270182061927
1144,2.02,4,5,2,61.0,59.0,8.2,8.13,4.98,15171.250067338882
1145,0.56,5,6,6,61.0,56.0,5.32,5.36,3.26,2467.4204526615995
1146,0.42,5,4,8,62.0,57.0,4.82,4.8,2.98,1473.0458504416933
1147,0.34,3,2,3,61.3,61.0,4.45,4.49,2.74,485.72945221520234
1148,0.43,5,4,5,62.3,56.0,4.82,4.85,3.01,1228.8187706890549
1149,1.51,1,1,3,63.4,60.0,7.31,7.18,4.59,5976.104165859513
1150,0.32,3,4,4,60.2,57.0,4.42,4.45,2.67,602.7807497630732
1151,1.24,4,4,5,62.0,55.0,6.95,6.89,4.29,8834.314383452685
1152,0.31,5,6,5,61.4,56.0,4.38,4.35,2.68,742.523521781555
1153,1.32,5,4,6,62.3,57.0,6.96,7.04,4.36,11080.764265155873
1154,1.02,5,3,2,61.6,55.0,6.49,6.43,3.98,3716.7023155394754
1155,0.7,3,1,4,61.1,61.0,5.64,5.69,3.46,1792.4347441603327
1156,1.0,4,5,5,62.7,55.0,6.39,6.34,3.99,6267.956603153361
1157,0.41,5,4,4,61.4,59.0,4.78,4.76,2.93,1009.3281845935529
1158,0.52,4,4,3,59.7,60.0,5.22,5.2,3.11,1346.2517202899344
1159,0.51,3,7,4,60.5,60.0,5.16,5.19,3.13,1692.6496308464127
1160,0.3,4,7,3,61.7,59.0,4.28,4.31,2.65,558.0711434462119
1161,0.39,2,7,6,58.1,60.0,4.82,4.85,2.81,1193.673643745113
1162,0.38,4,4,8,62.5,60.0,4.64,4.61,2.89,1194.2884718183427
1163,1.01,4,5,2,58.3,58.0,6.56,6.55,3.82,4114.045266089507
1164,1.36,5,4,3,60.9,56.0,7.15,7.16,4.36,8404.241611647698
1165,1.21,5,2,3,60.6,55.0,6.92,6.87,4.18,5566.40025470535
1166,0.3,3,5,8,62.1,57.0,4.26,4.3,2.66,791.9704853047713
1167,0.41,4,7,7,62.2,58.0,4.77,4.71,2.95,1509.0888330994107
1168,2.03,4,1,5,59.3,60.0,8.36,8.28,4.93,15222.048090051958
1169,0.36,5,7,3,62.5,56.0,4.55,4.57,2.85,803.5976036182823
1170,0.4,4,7,3,61.4,56.0,4.83,4.72,2.93,959.2085129824117
1171,2.11,4,7,2,60.9,60.0,8.28,8.21,5.02,18077.280524187277
1172,1.06,5,3,3,63.0,55.0,6.49,6.44,4.08,4854.286736472415
1173,0.33,2,2,5,63.2,57.0,4.37,4.4,2.77,564.4317045818714
1174,0.72,4,6,8,61.3,60.0,5.74,5.71,3.51,4450.63208231173
1175,1.51,2,1,3,62.4,64.0,7.31,7.23,4.54,6385.941529909969
1176,1.0,4,4,4,62.9,56.0,6.42,6.27,3.99,5293.885526306648
1177,1.02,5,5,3,62.8,55.0,6.43,6.4,4.03,5201.327258938375
1178,0.43,5,6,2,62.1,56.0,4.85,4.84,3.01,885.6523564945156
1179,1.0,1,4,1,66.4,59.0,6.16,6.09,4.07,2383.4169350660723
1180,1.7,4,2,3,58.6,59.0,7.79,7.75,4.55,10334.95099877797
1181,0.72,5,7,2,61.1,58.0,5.76,5.79,3.53,2439.356466694381
1182,1.22,4,4,3,63.0,57.0,6.84,6.74,4.28,6705.023093960999
1183,1.06,2,5,5,58.5,57.0,6.68,6.73,3.92,6545.801291177901
1184,1.11,5,3,3,60.2,54.0,6.82,6.7,4.07,5294.3403116145455
1185,1.01,4,3,2,61.9,59.0,6.42,6.37,3.96,3571.316409955952
1186,1.06,4,4,7,61.1,58.0,6.53,6.57,4.0,7727.965792896572
1187,1.54,4,6,2,59.0,62.0,7.59,7.56,4.47,9574.355044709211
1188,0.56,3,6,3,58.5,59.0,5.42,5.45,3.18,1684.7407157390567
1189,0.25,2,5,5,63.6,57.0,4.01,4.04,2.56,431.33490083380195
1190,0.9,5,7,3,61.6,56.0,6.19,6.21,3.82,4510.704972755971
1191,0.56,1,6,2,64.5,61.0,5.18,5.14,3.33,1248.417196511277
1192,0.31,5,5,8,60.8,56.0,4.43,4.45,2.7,884.6046634683927
1193,0.39,3,7,4,60.2,59.0,4.74,4.76,2.86,1021.4587317643031
1194,1.01,4,5,5,59.4,60.0,6.5,6.46,3.85,6386.484702504417
1195,2.02,5,2,3,62.4,56.0,8.07,8.11,5.05,14608.369681956272
1196,1.03,5,7,2,61.2,57.0,6.51,6.59,4.01,4786.803907792909
1197,1.57,4,3,5,61.7,58.0,7.47,7.56,4.64,12720.59880784578
1198,0.31,3,7,8,62.0,56.0,4.33,4.35,2.69,924.6760265296964
1199,0.5,4,7,3,61.1,59.0,5.08,5.04,3.09,1460.0459132566348
1200,0.3,5,6,4,62.4,57.0,4.29,4.24,2.66,627.1728740278634
1201,1.22,3,7,2,62.2,58.0,6.85,6.91,4.28,6269.570729366959
1202,0.27,3,5,6,61.9,58.0,4.17,4.2,2.59,565.7128911130426
1203,0.41,5,6,7,61.9,55.0,4.79,4.78,2.96,1477.2285291656592
1204,1.24,4,5,3,61.6,59.0,6.9,6.86,4.24,7354.189441468759
1205,0.41,3,2,7,62.0,56.0,4.75,4.77,2.95,1037.7194115320453
1206,0.4,5,4,2,62.5,53.0,4.75,4.79,2.98,690.8153583416178
1207,1.01,5,5,3,62.0,57.0,6.38,6.42,3.97,5105.737024326745
1208,1.5,4,2,5,62.7,59.0,7.25,7.3,4.56,10433.87985468288
1209,0.56,5,7,2,61.3,56.0,5.3,5.33,3.26,1519.8049065554064
1210,0.36,5,2,5,62.1,57.0,4.54,4.58,2.83,725.8331632386571
1211,1.51,4,2,4,59.9,60.0,7.42,7.36,4.43,9492.189940655662
1212,1.3,3,2,5,62.1,59.0,6.97,7.01,4.34,7753.243579434917
1213,0.32,5,4,7,61.7,56.0,4.41,4.37,2.71,828.0108142117538
1214,0.26,3,6,3,62.0,54.0,4.08,4.11,2.54,397.36199999849634
1215,1.51,3,6,2,61.8,57.0,7.34,7.32,4.53,8975.697005453045
1216,0.33,4,6,7,60.1,58.0,4.51,4.47,2.7,960.928386395213
1217,1.34,5,4,5,62.7,57.0,7.04,7.1,4.43,10443.88567195568
1218,1.01,2,6,3,63.2,59.0,6.25,6.28,3.96,4919.342945508519
1219,1.0,4,4,4,60.0,59.0,6.54,6.46,3.9,5293.885526306648
1220,1.42,5,5,7,60.8,56.0,7.25,7.32,4.43,14562.946150783297
1221,0.9,4,3,4,61.2,61.0,6.18,6.08,3.75,4008.896229041452
1222,1.01,3,6,4,63.4,60.0,6.37,6.31,4.02,5871.144968281583
1223,0.36,4,7,4,60.5,58.0,4.63,4.6,2.79,903.0873108253853
1224,0.7,4,6,3,59.1,62.0,5.8,5.74,3.41,2635.9820818321145
1225,0.37,2,4,2,63.3,55.0,4.58,4.61,2.91,546.4320726969261
1226,0.91,3,6,3,63.3,56.0,6.12,6.17,3.89,4202.511337320735
1227,0.8,5,3,4,62.8,57.0,5.91,5.87,3.7,3280.901110424477
1228,0.9,2,6,2,63.4,60.0,6.02,6.07,3.83,3259.1731708231773
1229,0.31,5,4,8,61.7,56.0,4.38,4.34,2.69,831.5916433212548
1230,1.51,2,4,5,62.4,59.0,7.25,7.28,4.53,11979.58717864598
1231,1.11,4,2,2,61.5,58.0,6.65,6.61,4.08,3812.8895146233303
1232,0.41,5,3,5,61.0,54.0,4.84,4.8,2.94,1037.3924886915606
1233,1.01,3,1,2,62.8,59.0,6.34,6.37,3.99,2562.9155441025728
1234,0.7,5,7,4,61.6,58.0,5.66,5.7,3.5,3226.4267846818234
1235,1.63,5,4,5,61.7,55.0,7.6,7.56,4.68,15102.484270719317
1236,1.61,4,7,2,61.3,58.0,7.56,7.49,4.61,10864.165557268761
1237,0.72,3,3,3,63.0,58.0,5.68,5.71,3.59,2231.776056438583
1238,0.54,4,4,4,62.0,58.0,5.21,5.18,3.22,1659.3939285372962
1239,1.22,3,4,8,62.0,59.0,6.8,6.85,4.23,10444.548879167542
1240,0.33,4,4,8,59.4,59.0,4.54,4.49,2.68,915.7063392899629
1241,1.34,3,4,4,60.7,59.0,7.04,7.07,4.28,8935.52711806902
1242,0.76,5,3,7,61.8,57.0,5.82,5.86,3.61,3896.7287008175604
1243,1.74,5,6,2,62.3,57.0,7.8,7.7,4.83,12308.938434755597
1244,0.32,5,4,3,61.3,57.0,4.37,4.4,2.69,551.3459144727022
1245,0.5,5,5,4,61.1,58.0,5.1,5.13,3.13,1560.0375953749715
1246,1.44,2,4,1,63.2,54.8,7.18,7.21,4.54,5060.081470974294
1247,0.7,1,2,3,65.2,58.0,5.6,5.56,3.64,1702.9063113761606
1248,0.52,5,6,4,61.4,54.0,5.2,5.23,3.2,1766.5789755837889
1249,0.73,3,4,7,62.9,59.0,5.7,5.78,3.61,3725.1366653011455
1250,1.23,4,3,5,61.1,58.0,6.91,6.86,4.21,8034.346022912288
1251,1.02,4,3,4,61.9,57.0,6.5,6.4,3.99,5074.164590732885
1252,1.0,5,6,3,61.6,55.0,6.45,6.43,3.97,5270.498511726416
1253,0.7,3,7,3,61.1,58.0,5.66,5.73,3.48,2676.254378178738
1254,1.5,3,6,2,62.8,57.0,7.17,7.23,4.52,8864.112684357291
1255,2.0,3,1,6,63.0,59.0,7.97,8.0,5.03,15716.17475755005
1256,0.3,3,4,4,63.1,56.0,4.28,4.25,2.69,533.8133185649439
1257,0.26,4,6,6,58.9,61.0,4.19,4.16,2.46,569.6691614995765
1258,0.58,4,6,3,62.7,58.0,5.33,5.32,3.34,1850.04123626286
1259,0.4,3,5,5,60.4,61.0,4.74,4.77,2.87,1086.3363152027252
1260,0.26,5,7,5,62.0,55.0,4.12,4.1,2.55,556.4599518027463
1261,1.0,1,3,2,65.1,58.0,6.27,6.15,4.05,3069.5794309082153
1262,0.52,1,5,5,57.2,59.0,5.35,5.39,3.07,1602.6141273340465
1263,1.02,4,7,2,59.7,60.0,6.58,6.55,3.92,4600.391388436616
1264,1.7,2,2,3,59.3,58.0,7.72,7.77,4.59,9671.67385239461
1265,1.01,4,3,2,61.6,61.0,6.39,6.31,3.91,3571.316409955952
1266,0.55,5,6,4,61.8,57.0,5.34,5.27,3.28,1963.3360955989313
1267,1.04,2,5,5,63.2,57.0,6.41,6.44,4.06,6315.213636527682
1268,1.02,4,7,4,62.9,60.0,6.42,6.37,4.02,6416.161181352141
1269,0.3,5,5,3,62.3,54.0,4.3,4.27,2.67,519.3896602726716
1270,0.97,5,5,1,60.7,56.0,6.43,6.41,3.9,2792.681480700241
1271,0.31,5,6,4,62.0,55.0,4.35,4.33,2.69,667.1106731758033
1272,0.81,5,3,5,61.8,58.0,5.97,6.04,3.71,3738.2018660541075
1273,1.02,4,7,3,62.3,59.0,6.42,6.38,3.99,5588.695487911353
1274,0.3,4,2,7,61.1,59.0,4.31,4.33,2.64,592.410085649197
1275,0.4,3,6,5,62.8,59.0,4.63,4.67,2.92,1142.597964087171
1276,0.71,3,5,7,63.2,60.0,5.65,5.61,3.56,3760.6882883160993
1277,0.7,4,4,3,61.5,58.0,5.69,5.76,3.52,2355.9940951578933
1278,0.23,5,6,2,61.5,55.0,3.95,3.98,2.43,272.6806962517058
1279,1.09,5,4,5,62.3,55.0,6.59,6.63,4.12,7079.846486175467
1280,0.3,5,6,6,61.0,56.0,4.33,4.39,2.66,761.9086976012863
1281,0.35,4,6,4,59.5,58.0,4.59,4.62,2.74,820.6443265195132
1282,1.13,5,5,4,62.1,56.0,6.65,6.71,4.15,7241.3360561058535
1283,0.31,5,4,7,61.5,54.0,4.36,4.39,2.69,779.967779661888
1284,1.33,5,2,4,61.1,54.0,7.14,7.15,4.37,7635.810544362144
1285,1.25,4,2,2,60.5,58.0,7.0,6.96,4.22,4768.454756737488
1286,2.0,1,3,3,61.2,50.0,8.17,8.08,4.97,13751.397689569698
1287,0.7,5,4,3,62.5,56.0,5.67,5.69,3.55,2406.843816042079
1288,0.39,2,5,4,64.3,55.0,4.56,4.64,2.96,895.1585440492482
1289,0.5,5,6,4,60.8,57.0,5.16,5.13,3.13,1640.832360503615
1290,0.3,4,6,4,61.6,58.0,4.33,4.31,2.66,613.9225063148085
1291,1.37,5,1,4,63.0,57.0,7.11,7.05,4.46,6663.673669995382
1292,0.8,5,3,4,62.1,54.0,5.96,5.99,3.71,3280.901110424477
1293,0.28,3,5,7,60.1,59.0,4.24,4.25,2.55,652.3241706933419
1294,0.34,2,6,3,60.5,60.1,4.5,4.53,2.73,633.4052999657486
1295,0.3,3,6,4,62.6,58.0,4.25,4.28,2.67,597.2520668334812
1296,0.85,5,6,2,62.8,57.0,6.06,6.01,3.79,3194.8635022917465
1297,1.0,3,6,3,60.9,59.0,6.38,6.43,3.9,5019.056562754891
1298,0.41,4,4,4,62.6,59.0,4.73,4.76,2.97,988.0039689859437
1299,1.5,4,4,4,60.3,60.0,7.34,7.26,4.4,11358.039881467754
1300,0.72,3,3,2,63.3,57.0,5.7,5.67,3.6,1837.109102324013
1301,0.33,4,4,5,62.0,59.0,4.42,4.36,2.72,730.7823741597656
1302,0.39,5,6,8,61.5,55.5,4.68,4.72,2.88,1433.474868495005
1303,0.4,5,6,4,61.4,57.0,4.78,4.75,2.92,1077.9800513680461
1304,1.01,2,5,3,63.5,59.0,6.29,6.38,4.02,4677.113960124763
1305,1.02,5,2,2,60.6,56.0,6.57,6.53,3.97,3321.922697890469
1306,1.01,5,7,3,63.0,56.0,6.36,6.41,4.02,5604.3909210328375
1307,0.7,5,5,3,61.8,56.0,5.68,5.75,3.53,2560.277368117301
1308,0.57,3,5,4,59.5,57.0,5.39,5.43,3.22,1901.256949478607
1309,1.5,3,5,3,63.9,58.0,7.12,7.16,4.56,10238.157004752979
1310,1.01,4,1,2,59.3,56.0,6.51,6.45,3.84,2634.451384405702
1311,0.51,5,7,4,61.2,55.0,5.17,5.13,3.15,1777.4470657397057
1312,1.0,4,6,2,61.7,58.0,6.39,6.34,3.93,4246.804985996904
1313,0.71,4,6,7,62.5,57.0,5.67,5.62,3.53,4065.8596133480155
1314,0.52,3,7,6,59.8,55.0,5.28,5.35,3.18,2132.8482060214733
1315,0.4,2,2,8,62.3,62.0,4.69,4.72,2.93,1015.950565575562
1316,0.81,4,2,6,62.9,59.0,5.95,5.84,3.71,3569.6375420036597
1317,0.53,5,5,6,61.3,55.0,5.23,5.27,3.22,2114.92195203872
1318,2.02,4,2,2,59.4,59.0,8.25,8.21,4.89,11770.973289260337
1319,2.11,5,2,3,61.0,57.0,8.37,8.29,5.08,15857.820686221148
1320,1.15,5,7,4,58.5,57.0,6.96,6.93,4.06,8215.496196285896
1321,0.7,4,2,6,60.1,59.0,5.8,5.72,3.46,2711.9694731246627
1322,1.07,4,5,3,61.7,56.0,6.66,6.5,4.06,5571.472344119966
1323,0.56,5,3,3,61.9,54.0,5.3,5.33,3.29,1460.134263301656
1324,1.74,5,4,4,62.9,57.0,7.68,7.64,4.82,15343.796392538108
1325,0.31,3,4,6,62.2,56.0,4.31,4.34,2.69,689.7880921586868
1326,0.5,3,3,6,62.9,56.0,5.03,5.08,3.18,1566.6803199521235
1327,1.07,5,7,6,60.3,56.0,6.63,6.68,4.01,8713.530439826474
1328,0.3,4,4,5,61.8,59.0,4.37,4.34,2.69,610.7417729928766
1329,0.51,5,6,3,62.1,55.0,5.09,5.15,3.18,1483.5118739966024
1330,0.91,3,4,3,63.5,58.0,6.15,6.04,3.87,3756.130196712153
1331,0.3,3,3,3,61.3,58.0,4.29,4.33,2.64,429.36136025760294
1332,0.7,5,5,4,61.0,55.0,5.74,5.79,3.52,2939.35361093505
1333,0.76,5,7,5,61.7,56.0,5.84,5.87,3.61,4192.530035514032
1334,1.15,5,2,5,61.3,56.0,6.74,6.76,4.14,6463.491090737345
1335,1.47,4,1,2,60.0,58.0,7.36,7.31,4.4,5340.2842998611195
1336,1.2,5,4,3,61.8,59.0,6.77,6.8,4.19,6639.858030309064
1337,1.07,5,6,3,60.4,57.0,6.62,6.56,3.98,5986.497956960127
1338,1.01,5,5,3,62.0,54.0,6.41,6.49,4.0,5105.737024326745
1339,0.28,4,4,6,60.2,60.0,4.24,4.26,2.56,585.3948422218008
1340,2.27,4,3,2,60.7,59.0,8.5,8.45,5.15,16405.369444707383
1341,0.4,4,7,4,61.7,59.0,4.75,4.72,2.92,1101.2295157488238
1342,0.39,3,1,5,63.5,58.0,4.64,4.59,2.93,663.2607479218149
1343,1.14,4,3,2,60.6,59.0,6.8,6.77,4.11,4485.674839326678
1344,0.53,5,6,7,61.9,55.0,5.2,5.21,3.22,2395.272109840327
1345,0.4,5,2,2,61.0,58.0,4.74,4.77,2.9,570.1539005262373
1346,0.58,4,3,4,59.7,59.0,5.42,5.33,3.21,1752.9775035037812
1347,0.7,4,7,3,61.2,58.0,5.74,5.7,3.5,2750.9537205930774
1348,0.55,5,3,8,61.5,55.0,5.25,5.29,3.25,2259.9834047509485
1349,0.72,3,2,4,63.3,57.0,5.66,5.72,3.6,2290.061662616303
1350,0.3,5,5,3,62.3,53.9,4.28,4.31,2.68,519.3896602726716
1351,1.02,5,3,3,61.9,57.0,6.46,6.4,3.98,4515.1631039427875
1352,0.51,3,2,3,63.5,55.0,5.07,5.11,3.23,1042.1333182307626
1353,0.65,4,6,2,62.6,59.0,5.54,5.49,3.45,1887.2626757863934
1354,1.07,5,3,3,61.1,56.0,6.63,6.6,4.04,4940.86461662782
1355,0.43,5,4,7,61.8,55.0,4.87,4.9,3.02,1444.1840343050978
1356,0.32,4,2,8,60.3,58.0,4.41,4.45,2.67,713.223865529369
1357,0.28,3,5,4,62.7,58.0,4.14,4.15,2.6,498.67367368840144
1358,1.7,3,4,4,62.6,57.0,7.6,7.67,4.78,13985.797360856544
1359,0.51,3,2,3,62.5,58.0,5.05,5.12,3.18,1042.1333182307626
1360,0.71,5,7,4,60.4,57.0,5.77,5.82,3.5,3313.7511510184177
1361,0.4,4,6,4,62.0,58.0,4.73,4.69,2.92,1055.2054183131577
1362,0.9,5,4,3,60.2,56.0,6.24,6.29,3.77,3863.0945338190922
1363,0.59,2,5,5,60.5,61.0,5.43,5.5,3.31,2172.200468491646
1364,1.19,4,7,2,58.6,61.0,6.93,6.89,4.05,6149.448918808387
1365,0.51,4,4,4,61.3,59.0,5.17,5.11,3.15,1490.094726406086
1366,0.5,3,6,4,61.8,57.0,5.05,5.11,3.14,1562.5524623606516
1367,1.01,1,3,2,64.9,56.0,6.33,6.25,4.08,3127.6256872542795
1368,0.63,4,6,5,60.4,58.0,5.59,5.64,3.39,2762.304152300347
1369,0.72,5,7,2,62.7,55.0,5.7,5.72,3.58,2439.356466694381
1370,0.3,5,5,4,60.7,57.0,4.34,4.29,2.62,596.2908130252473
1371,0.3,5,6,6,61.6,56.0,4.32,4.35,2.67,761.9086976012863
1372,0.29,3,7,6,59.1,61.0,4.33,4.37,2.57,710.3862195720875
1373,1.0,3,6,2,63.2,56.0,6.33,6.36,4.01,4131.487328182037
1374,1.17,5,4,5,61.7,57.0,6.71,6.75,4.15,8089.744674127693
1375,1.56,3,3,6,63.3,58.0,7.3,7.35,4.64,13345.362568336262
1376,0.56,5,6,3,62.7,57.0,5.27,5.23,3.29,1769.1419341315034
1377,0.41,3,2,2,63.5,57.0,4.72,4.7,2.99,568.790622351196
1378,1.53,3,2,5,62.8,55.0,7.35,7.4,4.63,10536.140923212743
1379,0.52,3,1,3,62.5,59.0,5.14,5.16,3.22,892.1350632441629
1380,0.4,5,1,3,61.4,55.0,4.75,4.8,2.93,571.6600989824724
1381,1.0,4,5,4,59.0,59.0,6.54,6.51,3.85,5631.364699307807
1382,0.36,5,5,5,61.5,55.0,4.57,4.61,2.82,935.5043254331628
1383,0.41,5,6,4,61.8,57.0,4.76,4.78,2.95,1129.2774522418474
1384,0.9,4,3,3,61.4,60.0,6.13,6.08,3.75,3491.885511209567
1385,1.59,4,4,3,62.3,60.0,7.49,7.42,4.64,11040.333339465307
1386,1.03,4,4,5,62.2,59.0,6.41,6.46,4.0,6229.535271901902
1387,0.38,4,4,5,61.9,56.0,4.68,4.63,2.88,953.1057364348793
1388,0.74,5,6,2,59.2,59.0,5.92,5.97,3.52,2461.145162590411
1389,1.5,3,4,3,63.1,59.0,7.22,7.27,4.57,9624.599733378818
1390,1.01,2,6,3,59.3,64.0,6.47,6.49,3.84,4919.342945508519
1391,1.71,4,3,4,62.5,58.0,7.64,7.52,4.74,13422.614453006188
1392,0.9,3,4,4,61.3,59.0,6.15,6.21,3.79,4223.481045884123
1393,1.09,5,4,2,61.2,57.0,6.63,6.68,4.07,4560.695011086252
1394,0.78,3,6,5,60.0,56.0,6.0,6.03,3.61,4017.3958132550124
1395,0.32,5,7,4,61.5,56.0,4.41,4.44,2.72,739.0912589437911
1396,0.3,5,5,8,62.0,56.0,4.31,4.33,2.68,831.6461892668835
1397,1.01,4,4,3,58.8,58.0,6.59,6.51,3.85,4698.3527763589245
1398,0.32,5,7,6,61.7,55.0,4.39,4.42,2.72,897.8705582303951
1399,1.05,4,3,4,62.7,59.0,6.49,6.43,4.05,5358.7837424571335
1400,0.9,5,3,3,61.1,58.0,6.24,6.19,3.79,3567.251321323206
1401,0.54,5,4,7,62.2,56.0,5.2,5.22,3.24,2217.5337471125704
1402,1.5,5,6,3,62.6,56.0,7.27,7.3,4.56,11307.863004202321
1403,1.01,2,7,3,62.9,57.0,6.34,6.37,4.0,5133.906209792619
1404,1.76,5,5,2,62.6,55.0,7.69,7.64,4.8,11957.382803725852
1405,1.01,1,5,4,65.2,52.0,6.31,6.29,4.11,5024.999136157666
1406,1.03,5,3,2,60.5,57.0,6.58,6.52,3.96,3785.601733681191
1407,0.3,5,6,7,60.1,57.0,4.38,4.41,2.64,820.4163293914448
1408,2.03,5,4,2,62.5,56.0,8.1,8.05,5.05,14705.972850361743
1409,0.54,4,2,7,60.8,61.0,5.28,5.22,3.19,1791.5405468364754
1410,1.01,4,7,2,58.3,59.0,6.67,6.63,3.88,4515.845181241082
1411,1.51,1,2,1,65.1,57.0,7.16,7.12,4.65,4273.580556851666
1412,0.56,3,6,5,62.7,60.0,5.25,5.28,3.3,2152.8323814397636
1413,0.47,4,4,4,61.0,59.0,5.03,5.0,3.06,1277.7025916028233
1414,0.9,3,4,2,61.1,55.0,6.21,6.26,3.81,3028.2384253657397
1415,0.57,4,6,4,61.0,58.0,5.34,5.31,3.25,2055.539638714287
1416,0.36,5,4,6,61.8,55.0,4.57,4.62,2.84,959.8647211216258
1417,0.9,4,3,4,61.2,61.0,6.21,6.14,3.78,4008.896229041452
1418,0.8,2,5,4,60.5,62.3,5.97,6.01,3.62,3462.209841617271
1419,0.5,5,6,6,61.7,55.7,5.09,5.12,3.13,1993.3330960959458
1420,1.16,3,2,3,62.7,57.0,6.67,6.76,4.21,4895.9804553736285
1421,0.54,5,4,2,62.3,58.0,5.17,5.2,3.23,1215.465747376539
1422,0.23,4,6,6,61.8,58.0,3.94,3.92,2.43,452.2481836692409
1423,0.96,4,7,2,59.1,58.0,6.53,6.44,3.83,4104.166917044944
1424,0.38,5,6,4,61.9,57.0,4.61,4.66,2.87,978.7476318232419
1425,0.32,5,4,6,61.2,56.0,4.42,4.41,2.7,768.961585057447
1426,0.71,5,7,6,61.6,56.0,5.69,5.77,3.53,4025.6457640338535
1427,1.05,4,5,5,62.3,55.0,6.57,6.49,4.07,6870.989651981473
1428,1.16,4,4,6,60.0,59.0,6.89,6.82,4.11,8504.44422235926
1429,0.9,3,7,3,63.0,58.0,6.11,6.14,3.86,4295.51082232373
1430,0.41,2,5,4,59.7,63.0,4.8,4.85,2.88,983.5377154424684
1431,0.71,3,2,2,61.9,54.0,5.67,5.74,3.53,1599.3032942059963
1432,0.74,3,3,5,62.3,56.0,5.75,5.78,3.59,3002.8286494152208
1433,0.73,4,2,5,61.2,59.0,5.82,5.84,3.57,2689.0168071429157
